id,targetgroup,is_felony,is_male,age,log_distance,fta_hist,appt_hist_inv,control_true_appear_prob
66e65321aedf710d6053b7cdc0790de7,0,1,1,57,-2.0251739091020684,0,0.2,0.6695438057181253
5ba28325675673d6e8d75ff668441a42,0,0,0,41,-2.21450644004737,2,0.06666666666666667,0.4082294692578692
39287d2e515af6f4dba42e7548ca4d8e,1,1,1,51,-1.5387187000762017,0,0.058823529411764705,0.8668301896820505
71671cc7d3d868ec705ea89345c8e7d3,0,1,0,54,-0.9185582632233369,0,0.5,0.5463278530482906
1c8ac89a6d235082c7c7dd639825c23f,0,0,1,32,-1.624195832729627,0,0.5,0.4052465982897474
cfec48ef6370f3ccf95d3d1e3527f9fc,0,1,1,38,-2.009499077939405,0,0.14285714285714285,0.6775650011604234
792c11dd0dabbaffedd7caf9384b3804,0,0,0,57,-1.1924448789788393,0,0.5,0.37252306492472886
d98e8c448b0596cbd582a45b7b6a6408,1,0,1,30,-0.746285532047561,0,0.5,0.653197349094772
1fd5f995621e274071d342af1f519fe9,0,1,0,35,-1.502240145864161,4,0.05263157894736842,0.5560081964614816
c6b7a94b6e263db3a901ec9ea2b0d36c,0,0,1,42,-0.5894135175924982,0,0.2,0.5021352148437708
9e71b9b96cf3ab8687a72eb70ffcd051,0,1,1,54,-0.9863283213617722,0,0.16666666666666666,0.6822391007107089
71b744dfd05a9e2d3786929fa65210a3,0,0,1,65,-0.00784957837961553,0,0.5,0.427278547177783
57db45095dfd3963a0157e76b770e8da,0,0,1,30,-1.064394901164094,0,0.5,0.4075419274320121
695ae9beafbb0cddd003cab18e92c9fb,0,0,1,39,-1.3787742950637545,0,0.25,0.4817389656073543
7a619fc6d651f4c4016aaae9d820ce4b,1,0,1,67,-1.2696566773193654,0,0.5,0.6640736396097572
270b0500dcf4e8fcffa848a745d7a316,0,0,0,52,-2.022313961485611,0,0.06666666666666667,0.4900866481749704
d44f2b78639f71443638fe05bdc89934,0,1,0,56,-0.7647784715311707,0,0.5,0.5480053164289556
bb006fc1a635458ffdceb5b4b1a23092,0,1,1,70,-1.171832833154593,0,0.5,0.5973696969333265
4fa88f183816063c8414187e435920b2,0,1,1,38,-1.9916319944788066,0,0.1111111111111111,0.6857424648398022
2855a591e94e19b76dc8af7e8c04eba1,0,1,1,53,-1.1057337514708176,0,0.3333333333333333,0.6373817336506152
026af9f6ad0ead37f11e6f22e124c40e,0,1,1,49,-1.5165142327141867,0,0.5,0.5872029973144717
fcd1c40702052987a70e76b6f2f523b4,0,0,1,35,-0.8231146047510949,0,0.5,0.410843776136124
874b2291c34b6655f3a1450a1c84c8ed,1,1,1,49,-2.49399721228516,0,0.5,0.7908583480814371
dc9ff239b8a5150af431c0b468ae5cdf,0,0,1,59,-3.777915273618834,0,0.14285714285714285,0.50764688880267
151456d61a6541138468af57a820b0e4,1,0,1,36,-1.1512374120637194,0,0.25,0.7165119837154859
f048eeb9c58e0ab6e86f7188f65ba848,0,0,1,37,-1.3394418494583422,0,0.1111111111111111,0.5218984825216251
3b8b20315ed3bd44031c063f179b89f9,0,1,1,43,-1.3760661975085071,0,0.16666666666666666,0.6763948970727285
abe27bda7312833be74605b82bfcb3ec,0,1,1,41,-0.837252215801116,0,0.1111111111111111,0.6924343433402053
8fe9b44a6384008660a9e35c967570a6,1,1,1,34,-2.198310877612947,0,0.09090909090909091,0.8572669763110461
72ea993541fb5097f37d3d0be475099e,0,1,1,30,-1.6947722914853005,0,0.058823529411764705,0.6974997380907169
fbf34c80c076660152754babdf52d6a1,0,0,0,37,-1.540243348815889,3,0.1111111111111111,0.27110884030768534
3db30c2328fe6517a3a66dc247ddb459,0,0,0,57,-1.7769686989860691,2,0.1111111111111111,0.3391168573793272
cb765b5f35a3c7f953dd36273045bf73,0,0,0,61,-1.7285768618349289,0,0.1111111111111111,0.48238955086976376
751305e62b2fd3ebc98c4d4bee7d96bd,0,1,1,37,-1.5194487846660623,0,0.2,0.6648665441278422
21528513add75e5a7555e9d8e0e38e38,1,1,1,53,-1.3617222605567831,0,0.0625,0.8671741417002786
be9c3637e9f4c24af7b8cc8c24fed5d6,1,1,1,44,-1.4049169915134974,0,0.1,0.8601465933745958
3588b5db74c17e722c01e5a9d104d5a9,0,1,0,50,-1.3626254951190708,0,0.5,0.5421966310530841
68ce9440cdc7f4c5202e3905e16e575e,0,1,1,55,-1.6836072372069493,3,0.09090909090909091,0.5363960638652621
30ef5bfd3391c90e5b59784dd98d06b4,0,1,1,55,-2.5327748825343397,0,0.5,0.583948569730562
6606a5ed9437073d9cd9e043e387b761,0,1,1,48,-1.9381338296091122,4,0.05,0.6132083317884645
cc14cd0739ec3cad73446c1a8dd96184,0,0,1,56,-1.3381515892352864,0,0.041666666666666664,0.5498835736593153
f966117f752c8d15a10a8cf7a3aa4a93,0,0,1,57,-0.7030269902417605,0,0.5,0.42021988584503545
da12c870cba30b71c83ea6ac43935f86,0,1,1,60,-2.588593582469066,0,0.16666666666666666,0.6764044853306661
aaede41fc7c54b413fee0d8cbeffdc48,1,0,0,42,-1.5291775892070665,0,0.5,0.6097954708070592
a1bb48744a047a9b7093465779190b71,0,1,1,37,-1.3061718243094746,0,0.08333333333333333,0.6957033069741055
4e3f3a0d4358a81339e74e08ca9510b3,0,0,1,36,-1.9919859405469342,0,0.5,0.40479543250355854
977a44c218f1073614f15b7362c5a6fa,0,1,0,30,-3.5646261062895985,0,0.5,0.5215690707606672
33c3bf5acb3efa45b8913e6f81d79f16,0,0,1,50,-1.4585811487402112,1,0.02702702702702703,0.5436365660228537
ed2f2c9b2d3f6d743e6eccb5bcb1cb34,0,0,0,50,-1.3636614612467493,0,0.3333333333333333,0.41556172911977507
6519d9b612604764a7dba5db259f2916,0,0,1,40,-2.2403010500044314,3,0.023809523809523808,0.5287867790236566
1a82ccdb363d65f7dcfa4ab024b7f951,0,0,1,63,-1.0491321796807331,0,0.5,0.42067879120647
b7894ab652b38abd904aad10e4cac8c4,0,0,1,48,-1.3764584371819542,0,0.5,0.41291876691800733
563928d5480d94cb3159f258456125bb,0,0,0,54,-0.9393206177021862,0,0.14285714285714285,0.4747343224461802
6d2b046f3ad0740e114b87f1bbabaeee,0,1,1,30,-1.6141867005699833,0,0.5,0.5791316091887624
e57cb5dfe33d52c87ecd7e982cb0459e,0,0,1,51,-1.0170239269193668,1,0.5,0.13498092493424474
e85a706921b9b4eb9319efd4a5e2da0b,0,1,1,70,-1.112404283822264,0,0.5,0.5976958562731144
1a7a3e7ced7a534fb0fcd51674941513,0,0,1,51,-2.624166496917704,0,0.5,0.40721370845112004
5d087238b8c7dd9b5c1e73bc9dfb08fe,0,0,1,42,-1.6782064971813957,0,0.5,0.4088840596235518
6aef818c7ec2d4ac195fafb0a61e1e62,0,0,1,52,-1.2846872729584615,1,0.07142857142857142,0.4975763018538527
5a056bef566375687150c284254ce995,0,1,1,51,-2.878549334625239,2,0.045454545454545456,0.6643144840793536
4e3c89cbf692e79f284ffa29fe9868d8,0,1,0,35,-1.8653497856552652,0,0.5,0.5332661159770794
75a601b200beb521a0fba06354883c96,0,0,1,40,-0.8997274064733816,0,0.1,0.5288735973324977
0c8c9a844984a518f420d4d911b84a51,0,1,1,40,-0.9084748269426823,0,0.1,0.6945156816330934
9a2491ac4d6d9a7c5c09c9777b6495d8,0,0,1,40,-0.9104528335150768,0,0.1,0.5288126086223416
3a44f666a1893b9f7171cef16ad5bf91,0,0,0,39,-1.5024680234073813,3,0.045454545454545456,0.4285623824853737
08fe10634e406406f2f9d39038cdaf2f,0,1,1,44,-1.2687156344185306,0,0.5,0.5865977319926743
53d261f970e862cf807dbac4d903a887,0,1,1,46,-0.9374283874361766,0,0.5,0.5892193696263098
10124c4a4fd58b7bea256fd951ceab9f,1,1,1,43,-1.2211739993795725,0,0.5,0.794027070873834
2bf1468755231b2e37ca9a9683d8ba86,0,0,1,60,-1.0258746319209764,0,0.3333333333333333,0.46788424906852
a849c39f67efedc1f44a49ba6007dbc2,0,0,1,52,-1.3124060967037008,1,0.06666666666666667,0.5025636740720179
fa9df0257c2e2c56d1b38000c0cc0a51,0,0,1,46,-0.8217888837672724,0,0.2,0.5024397421302118
19743a85fae417e09547adc07b3d9b3a,0,0,1,51,-2.20808802186567,1,0.5,0.1318385252221499
2393f34f61b72d19b68e589af779a9d7,1,1,1,52,-1.843754559960125,0,0.5,0.7941030592004815
c09511a77f16f295c3c8a038d9c8a0e4,1,1,1,41,-1.2415955522512756,0,0.5,0.7934169112076845
37f0b053a71974b9bda59a866d6f267b,0,0,1,47,-0.8755718987350276,2,0.04,0.5141523596726367
87bfa01a65d63a7e0e75217ea2eae8f6,0,0,1,34,-0.9825456424737253,0,0.5,0.4095690688538365
f4cef7fd0da2473baecc2b9883454401,0,1,1,39,-1.029248534697497,0,0.2,0.668078059790917
124339dacd2a7389f649215662ed3cf6,0,0,1,35,-1.0515220700844157,0,0.3333333333333333,0.4576061932795398
90a169c92d0fa793ae3b7c4e01295bed,0,1,1,51,-2.7497624737743442,0,0.5,0.581158461371863
6cd2089424c6ac7f0de808bd6d89ffa2,0,1,1,51,-2.3047687014466565,0,0.1111111111111111,0.6887618554832549
db2bce0ff125205c1a2b252097b7a645,0,0,1,33,-1.0204492176877324,0,0.3333333333333333,0.45697297084586863
2633ed46333511973e105e2e7b675b4a,0,1,0,39,-1.3319851663272202,0,0.5,0.5379157524701772
8a72514d4dd05c8088285b520de37b88,0,1,1,34,-2.569534448197721,0,0.3333333333333333,0.622373798535835
b30c979f0bc6d87aec0d81ce45041ce0,0,1,1,56,-1.0901002892140332,0,0.5,0.5923184879094682
7ba598c034cdbd5c874655438aaaad4d,0,1,0,30,-0.4179111736003258,0,0.5,0.5394533924056771
ddc775fed18f16e11540a6e8aa2dba01,0,1,1,39,-1.0501819510075172,0,0.125,0.6872074207600527
abe3db0146b85a9929925909224f8fee,0,1,1,30,-0.9127315687204742,0,0.16666666666666666,0.6740659614474305
cebc69aa3949e4503c48d57a4c6759cd,0,1,0,43,-1.2266656823424633,3,0.037037037037037035,0.6272340786941932
afabc08632f7c11e049952b415f24bbb,0,1,0,52,-1.9515990781326855,0,0.058823529411764705,0.6630817292296907
9a313e7fe8e8b1cc072bcc59fd017e41,0,0,0,52,-2.061978187965617,0,0.05555555555555555,0.4931212776129409
cfd9ce1d71091cdbb4434e9507cc2eef,0,1,1,61,-0.7193922530805912,0,0.5,0.596323593634811
7a161b8e12e001034f8307fabf88d91e,1,0,1,52,-1.3097063439910532,0,0.5,0.6583910358688875
7c0c60e08d867308be00cb7b5dfce1be,0,0,1,42,-2.0916547670878938,0,0.16666666666666666,0.5033497413795678
1dd96f975dfb426db64670d756bc8e04,0,0,0,36,-1.8911360726273305,0,0.5,0.3608700832434403
02ff40f399a5c23a54dcc50904c81fd1,0,0,1,57,-1.6638942658731226,1,0.125,0.4398557540826261
b1cd4843dcbfb3185cc8a80b7380de72,0,1,1,36,-1.258313289131664,0,0.5,0.5834890702153239
258baae75f481252abf50f4cfaafd956,1,1,1,37,-1.7944999447285062,0,0.2,0.8427429752752655
4273b06450e4650d7d51e9e30af59d65,0,1,1,54,-1.0857062221634173,4,0.041666666666666664,0.6467476551101694
c1b8cfb4d69c8a2318ac9c50392f0e36,0,1,0,49,-2.2254783594652015,0,0.25,0.6085993608148752
e5c30d36998ff42b76e08719ce56ec66,0,1,1,39,-1.005427374145817,0,0.16666666666666666,0.676818782863924
b61333108d67b4de082a242e64e508ab,1,0,1,51,-1.5506736094165698,3,0.07142857142857142,0.655501790186727
5ee824c13a970db6f8bb0e29395beb73,1,0,1,59,-1.5715588297893472,0,0.5,0.6596126887083915
7ed43c118cf116a82e3952cd61363f9a,0,0,1,54,-0.9017742311654513,0,0.09090909090909091,0.5372000607722396
ff9f0719ad32b608758beacccfd89534,0,0,0,35,-1.4953128773411224,5,0.04,0.4067117743468942
67df54ffa077cc58f03b9dac554a8ca1,0,1,0,60,-0.9732402162531586,0,0.5,0.5484421837553923
08df10024096e2dd82f8fb572717710a,0,0,1,60,-0.8929488788951971,0,0.5,0.4203555152264462
4b3b899efdd5dbeaa456328a56e47b2d,0,0,0,40,-1.2681576715176142,2,0.1111111111111111,0.33551717593477426
49179f1af50f800d4d9f112a7d62bff5,0,1,1,34,-0.9873672882444686,0,0.5,0.5841992076061018
26e29ed4fed0a8bfe5f9d44f7cb13e47,0,1,0,49,-3.0357314111923697,0,0.5,0.5322989618169834
9692eaafd2285434e261ccd08d76b5ee,0,1,1,33,-2.343096748488844,0,0.5,0.5762665662288461
3a1601f2ba4337ba1046f35c682d15ab,1,0,1,35,-1.2737127720456156,0,0.1,0.7500607978086994
0dc419bf9d4f5403cfcc7a31c27a3ddd,1,0,1,30,-1.3529985265785192,0,0.5,0.650054179473779
2ef33d170d45d2c5528b4f248603e13f,0,1,1,51,-1.5972901063862546,0,0.5,0.5875464814757879
147d2bd697e1630fc34f1c1baba9b005,0,0,1,54,-2.7744341692674115,2,0.09090909090909091,0.41202417351147624
f34c5134ce1dd71057973504d6a3b2f7,1,0,1,36,-0.7651634387112471,0,0.5,0.6553126093011414
a20222893f1535d1c8ff05a61151b40b,0,0,1,59,-1.5429806564246318,0,0.5,0.41634906126951343
519af391ef5509517a4fddc4882b41f8,0,1,1,38,-2.676906875089328,0,0.25,0.6460132939517992
5e69cf7aa67ecd284be6b5339e2b30e9,0,1,1,62,-1.9731063715406743,4,0.030303030303030304,0.6800496675755319
84868f409b7ab6e99644d2de6ddcf34a,0,0,1,30,-1.6577778465636182,1,0.25,0.304510532025528
27163df53651f7d3713fb24739611eda,0,0,1,34,-2.506664134148549,0,0.2,0.48793834411406856
8a7405e9cef9b77a0eaea844bf9e94fd,0,0,1,34,-1.2456979737600364,0,0.5,0.4081175962826723
655f0823461c0896aff39ab6ff7717ce,0,0,1,47,-0.8723397574933007,2,0.034482758620689655,0.524458897715971
bae6793aa1833bd9461f38643d9bfd7b,0,1,1,47,-0.6389299815939444,0,0.5,0.5912612344371222
66c395436dd29f7dd177b131b6513711,0,1,1,38,-0.9922917591836558,0,0.25,0.6547548201868341
e7ed3cfc3a6343d678636417ef0e4c39,0,0,1,33,-0.9206443959636847,0,0.5,0.40951643889253786
15fb2ad8dbbce320d48307f1afc1863c,0,0,1,36,-1.269042420016589,0,0.25,0.4811431090024356
f81bcc5b18b5907e4234bcff64369119,0,1,0,58,-3.391710874802601,0,0.5,0.5339290042360774
53035d7c80193826a8f23e3f73cf7286,0,0,1,33,-1.0998159579575053,0,0.1,0.5248905350795636
653a8a603cd7e3e30f8d96353e6c2fbc,0,0,0,54,-1.2634919219857865,0,0.5,0.3710020748286954
d9dc8b92babd94ca3d42c86e14894e0a,0,1,1,54,-1.1087916645964775,4,0.038461538461538464,0.656642958849607
5dc90885047c2c13ecc669f5e71b2ee5,0,0,1,41,-1.8058585346182237,0,0.058823529411764705,0.5361680781693372
b1907485becf1b4126e5f191278672fb,0,1,1,51,-2.101170798196267,0,0.5,0.5847570219716642
19c00e9683d2586fdb68645b4a5ead8b,0,1,1,30,-1.72615428465357,0,0.05263157894736842,0.6988809441375221
b9ac5c5729ff0c9a4802e48f1a10f867,0,0,0,45,-2.076808228016127,0,0.5,0.36328044677153015
6cd61caa5dfb60e9179fe273e9ba5125,0,0,1,38,-2.147385691557873,0,0.05555555555555555,0.533967042505378
8a0b96e86a7c77111898389ba766c7e2,0,0,1,38,-2.090751714242127,0,0.05555555555555555,0.5342886539375118
f301e180bfbfc617c126dce4217a087c,0,0,1,38,-2.1766241219107787,0,0.05555555555555555,0.5338009930624683
723bbfe114f06840595561c805c9a943,0,0,1,38,-2.282575114742544,0,0.05555555555555555,0.5331992189583497
8b07e802d79d055df95c5dc26e50791b,0,0,1,45,-2.19848207991616,0,0.125,0.5161891050141161
64786d887adf14a51b4d217dc0c404cd,0,1,1,37,-1.1172865261208673,0,0.5,0.5846669798638553
041f1680aad3ddc058d84aab48bf5839,0,0,1,37,-1.3302544952453474,0,0.2,0.49587066667925606
654863188da70584547202e5c4a2eb04,0,0,1,37,-1.2700551758021372,0,0.2,0.4962141034736631
245c7d7ba57d5622409e352be1c9c788,0,0,0,52,-2.016148144819387,0,0.045454545454545456,0.49634765153537497
b48f50e22ed699dcb9c53ab5a1544a39,0,1,1,51,-1.36094604471159,0,0.25,0.6576382147977824
cebddf4b0abfc7e8eb20e9eeb36f7d9d,0,1,1,35,-0.6721311849290657,0,0.16666666666666666,0.677056069452356
1f023e6cc6a4078b9b5fe571e5a18402,0,1,1,57,-0.9121263594667881,6,0.037037037037037035,0.6352015115023418
1bc1662746f2c67d0f09862d4340ae36,0,1,1,50,-1.7043108942842484,0,0.5,0.5865591748784673
ec11a0012ef0f68456563dea10f6c96f,0,1,0,49,-2.0397600434234224,0,0.5,0.5379532230130272
bcaed3f5b9e1ef566d699f58fe0f2283,0,0,1,30,-0.9905109730492625,1,0.14285714285714285,0.41396893042400373
16eefc858d2589f5cf89ce1dd2bd117f,1,0,1,64,-1.325055119574711,5,0.058823529411764705,0.6326422691916613
b446fb074ea3d1ad5854bc3a326db014,0,1,0,60,-1.8771208415789664,4,0.03125,0.6344894922989501
f55879bb94cd768d560cc6db956d7b73,0,1,1,51,-2.180011954121751,2,0.14285714285714285,0.49272462710166676
5616cd0c895c472f9a2a91f7904f09c7,1,1,1,36,-1.5606672118197242,0,0.16666666666666666,0.8483384198769643
b2a703ba380b4c2d16dd82e5d213189a,1,0,1,53,-1.3912704431620602,0,0.045454545454545456,0.7666783179313497
3609fa57a4b1a5754cf927adadec7464,0,0,1,33,-1.4862144152422552,0,0.5,0.4063990207458815
158ff9c7081fe9c92986147fe887a725,0,1,0,29,-0.9341700435287099,0,0.5,0.5361195371137736
fec1c9e882cbf2bf67f395be55b69a1e,0,0,1,45,-2.6020004439099274,0,0.16666666666666666,0.5016608212557396
c14d795f5a66beb95d440a574582271f,0,0,1,43,-2.533863760315553,0,0.5,0.4045655530383061
d2aa14afbbab9fef73d8456f68e5f619,0,0,1,37,-1.4341543936868133,0,0.5,0.40826014955878587
87cd5367c22e7728c2f7627f870222b7,0,0,1,52,-0.6918400537977525,0,0.25,0.4909495606092483
bc05e8a816240041a87e28922ef212c4,0,0,1,37,-1.273616648307808,0,0.14285714285714285,0.5129657401083396
9d8cb7d88c5d1f298a6b3b4287968bb5,0,0,1,31,-0.7440134368410343,0,0.5,0.4097027282862019
4a57cbff3e797ce8124c4439cccc358a,0,0,0,43,-2.2195198431000813,0,0.5,0.36177424261134217
0aabae3cb322a7bb5fb802bac50388dd,0,1,1,39,-1.1481011555328415,3,0.058823529411764705,0.6160161895180694
1beccb7bc390fc4a1ed03609e3c024ee,0,0,1,39,-1.1401035055793458,3,0.058823529411764705,0.4420028499891676
aedf8e8b3593bdb8ead1f6be6970351c,0,0,1,40,-1.5220430627728088,0,0.5,0.40895735306101755
6548be029baf62e2f6fb1371829f4cb8,0,0,1,34,-0.9742407949552092,0,0.16666666666666666,0.5064640377168472
e74efaefcfc3287b8d9a30d049f7b374,1,1,0,32,-0.9655916458641203,1,0.5,0.4085662960397729
ff8944077351ec1e8180f8cea24ce04a,0,0,1,56,-0.7987094204273166,3,0.1111111111111111,0.3202251634410471
8064587f917cda38163ae6a76317de2d,0,1,1,40,-2.270876985757643,0,0.5,0.5794524746562532
17f636980aea5dafcdb4b2e6c59c4dad,0,0,1,41,-1.4704807338300594,1,0.045454545454545456,0.5200887613885129
2f282c70c09ca0a3da13b0c3c6ad3f78,0,1,0,66,-1.1049320862995786,3,0.02631578947368421,0.6625069611407044
17ee134218a64423a746f7eeee8dcc2f,0,1,1,40,-1.461036693447537,0,0.5,0.5839494979979255
9cc64197271ff9f0122b00c6a6f5bc92,0,1,1,55,-1.789102114526987,5,0.034482758620689655,0.653827778475425
4be2925cc5cbcfd7fb7ac374ee7ddecd,0,1,0,56,-0.7429031085411677,0,0.14285714285714285,0.6485079555746287
50fd8e54f57cf85576e0527da3c28ecc,0,1,1,55,-1.7329765837777147,5,0.034482758620689655,0.6541176281929888
64efea193bce9a75872eb4903abcf1bc,0,1,1,53,-1.5625537120664248,2,0.058823529411764705,0.6493092140663919
013af67cad62db74f140190af34f5668,0,0,1,31,-2.8929660420463263,3,0.06666666666666667,0.40869476288540196
92fa1f2dc26fe920506c57b67c2beaa8,0,1,1,57,-0.7511717825541719,3,0.07692307692307693,0.579053782880447
c0c6bbba5077f8c099e7e5c5589653a7,0,1,1,30,-1.7871894765496734,0,0.043478260869565216,0.7008460694857912
8b2961abf65dfe0e740ea0ba1c3e54d2,0,1,0,54,-1.7969112761147645,0,0.5,0.5413551107413661
370aec2691b929e9ded0b161958748b0,0,0,1,48,-2.7935085731608185,0,0.3333333333333333,0.4530031883480755
f0b90aeb648093119cde5ceffacdbfae,0,1,0,31,-1.8666965781201208,0,0.5,0.5316350160451824
dbb78760de26e4dfba0abb6ca4fcf501,0,0,1,40,-1.803002152776469,0,0.5,0.407408438539302
529f3747484820a88807509e811fc7f8,1,1,0,42,-1.6201350033673987,0,0.25,0.809047213396117
997622e11d1b4cb509c6e4a175b3c820,0,0,0,31,-1.7423664930023794,0,0.5,0.3597737687334652
8263c4c34378affb3d133409439e3e23,0,0,0,56,-1.206810583621633,0,0.5,0.37206545950761993
79e09c070bffb6fee8eebff99a6e3ecb,0,0,1,40,-1.4700655326379841,2,0.038461538461538464,0.510782808521403
326da639059da89010b6cc1fd2fe4f41,0,0,1,40,-1.499165411425065,2,0.038461538461538464,0.5106168594929282
460ad6b01c63115948ffec6cf4313e1a,1,0,1,52,-1.313907238290751,0,0.2,0.7326893055545889
69345af21a640a11063c501923176788,0,1,0,56,-1.2395543227922634,0,0.125,0.6507009155407468
7c06218fa443f5f8dbae9d258068f23c,0,0,0,60,-1.707743658064278,0,0.5,0.3709188746266291
498864506d91ad857a3b63427676b342,0,1,1,56,-2.4716015210857645,1,0.16666666666666666,0.5656162522191674
531ba109f5c722b7d21b17530fe4747a,0,1,1,56,-2.4357890343552855,0,0.07142857142857142,0.6997475017336311
cd3ae02bb3386f09e449dcf09728232b,1,1,1,77,-2.986970174752687,0,0.5,0.7964910045107771
407ae698ef7ea912db073ec4e7804640,0,1,1,57,-0.9259570383232707,6,0.03333333333333333,0.652168930000929
1ee8442623b658483a0a73a573ba1e10,0,0,0,57,-1.7553282455972523,0,0.2,0.4546301152903245
36499ebeb05efa0d04b85440078985d8,0,1,0,29,-1.5465090090067635,1,0.2,0.4771751851935875
123697e9ade056e448125ee4d2c33c54,0,0,0,31,-1.0777022572989996,0,0.3333333333333333,0.4096360745469043
7ed58b7196a2cf08950aecc8c2ce957b,0,0,1,53,-0.9592045020834794,0,0.5,0.41720971248283134
859104e8089d48baaaf0f9b50fb3718e,0,0,0,38,-2.1344894369488445,0,0.5,0.3603413805101816
